id|Tag|Authors|Year|Title|Journal|No|Pages|DOI|Link|Comment
351|Song2019|Song, W., Yu, Y., Shen, C., Lu, F., Kong, F.|2019|Asthenospheric flow beneath the Carpathian-Pannonian region: Constraints from shear wave splitting analysis|Earth Planet. Sci. Lett.|520|231-240|10.1016/j.epsl.2019.05.045|https://doi.org/10.1016/j.epsl.2019.05.045|Splitting measured with Liu and Gao (2013) approach, using Silver and Chan (1991) method
352|Bello2019|Bello, M., Cornwell, D.G., Rawlinson, N., Reading, A.M.|2019| Insights into the structure and dynamics of the upper mantle beneath Bass Strait, southeast Australia, using shear wave splitting|Phys. Earth Planet. Int.|289|45-62|10.1016/j.pepi.2019.02.002|https://doi.org/10.1016/j.pepi.2019.02.002|Splitting measured with Teanby et al. (2004) approach, minimum eigenvalue method from Silver and Chan (1991)
353|Yang2019|Yang, X., Li, H., Li, Y., Lü, Q., Zhang, G., Jiang, G., Li, X., 218,|2019|Seismic anisotropy beneath eastern China from shear wave splitting|Geophys. J. Int.|218|1642-1651|10.1093/gji/ggz242|https://doi.org/10.1093/gji/ggz242|Splitting measured with SplitLab software (Wuestefeld et al., 2008), minimum energy (EV) method from Silver and Chan (1991)
354|Jana2019|Jana, N., Singh, A., Tiwari, A.K., Singh, C., Biswas, R.|2019|Mantle deformation patterns and signatures of rift, beneath Eastern Ghats Mobile Belt|Phys. Earth Planet. Int.|289|20-33|10.1016/j.pepi.2019.01.009|https://doi.org/10.1016/j.pepi.2019.01.009|Splitting measured with transverse energy minimization method from Silver and Chan (1991)
355|McPherson2020|McPherson, A.M., Christensen, D.H., Abers, G.A., Tape, C.|2020|Shear Wave Splitting and Mantle Flow beneath Alaska|J. Geophys. Res.|123|e2019JB018329|10.1029/2019JB018329|https://doi.org/10.1029/2019JB018329|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) minimum energy method
356|Petrescu2020|Petrescu, L., Stuart, G., Houseman, G., Bastow, I.|2020|Upper mantle deformation signatures of craton-orogen interaction in the Carpathian-Pannonian region from SKS anisotropy analysis|Geoph. J. Int.|220|2105-2118|10.1093/gji/ggz573|https://doi.org/10.1093/gji/ggz573|Splitting measured with Teanby et al. (2004) automatic method, from Silver and Chan (1991)
357|Saikia2019|Saikia, U., Kumar, V.P., Rai, S.S.|2019|Complex upper mantle deformation beneath the Dharwar craton inferred from high density splitting measurements: Distinct lateral variation from west to east|Tectonophysics|755|10-20|10.1016/j.tecto.2019.02.003|https://doi.org/10.1016/j.tecto.2019.02.003|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) minimum energy method
358|Ju2018|Ju, C., Zhao, J., Huang, N., Xu, Q., Liu, H.|2018|Seismic anisotropy of the crust and upper mantle beneath western Tibet revealed by shear wave splitting measurements|Geoph. J. Int.|216|535-544|10.1093/gji/ggy448|https://doi.org/10.1093/gji/ggy448|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) minimum energy method
359|Eakin2019|Eakin, C.M., Wirth, E.A., Wallace, A., Ulberg, C.W., Creager, K.C., Abers, G.A.|2019|SKS Splitting Beneath Mount St. Helens: Constraints on Subslab Mantle Entrainment|Geochem. Geophys. Geosyst.|20|4202-4217|10.1029/2019gc008433|https://doi.org/10.1029/2019gc008433|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) and RC method (Bowman & Ando, 1987)
360|Possee2020|Possee, D., Keir, D., Harmon, N., Rychert, C., Eakin, C., Rolandone, F., Leroy, S., Corbeau, J., Stuart, G., Boisson, D., Momplaisir, R., Prépetit, C.|2020|Spatial Variations in Crustal and Mantle Anisotropy Across the North American-Caribbean Boundary on Haiti|J. Geophys. Res.| |e2019JB018438|10.1029/2019jb018438|https://doi.org/10.1029/2019JB018438|Splitting measured with MFAST code (Savage et al., 2010) from Silver and Chan (1991) eigenvalues minimization
361|Eakin2013|Eakin, C.M., Long, M.D.|2013|Complex anisotropy beneath the Peruvian flat slab from frequency-dependent, multiple-phase shear wave splitting analysis|J. Geophys. Res.|118|4794-4813|10.1002/jgrb.50349|https://doi.org/10.1002/jgrb.50349|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) SC method
362|Qiang2019|Qiang, Z.Y., Wu, Q.J.|2019|Upper mantle anisotropy beneath Abag area in Inner Mongolia from shear wave splitting|Chinese Journal of Geophysics|62|2510-2526|10.6038/cjg2019M0549|https://doi.org/10.6038/cjg2019M0549|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) SC minimum energy method
363|Lu2020|Lu, M., Lei, J., Zhao, D., Ai, Y., Xu, X., Zhang, G.|2020|SKS Splitting Measurements in NE China: New Insights Into the Wudalianchi Intraplate Volcanism and Mantle Dynamics|J. Geophys. Res.|125|e2019JB018575|10.1029/2019jb018575|https://doi.org/10.1029/2019JB018575|Splitting measured with Silver and Chan (1991) method
364|Qiang2015|Qiang, Z.Y., Wu, Q.J.|2015|Upper mantle anisotropy beneath the north of northeast China and its dynamic significance|Chinese Journal of Geophysics|58|3540-3552|10.6038/cjg20151010|https://doi.org/10.6038/cjg20151010|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Silver and Chan (1991) minimum energy method
365|Liu2020|Liu, J., Wu, J., Wang, W., Fang, L., Chang, K.|2020|Seismic anisotropy beneath the eastern margin of the Tibetan Plateau from SKS splitting observations|Tectonophysics|785|228430|10.1016/j.tecto.2020.228430|https://doi.org/10.1016/j.tecto.2020.228430|Splitting measured with Silver and Chan (1991) method and averaged from Wolfe & Silver (1998) method
